Delicious Food but Limited Menu Good,1
Tucked away in Amsterdam Must go,1
Lunch time My favorite neighborhood spot in AMS,1
Great foodaverage service Pretty nice food But beware of spicy hot,1
very good breakfast Great Italian,1
Nice atmosphere good food lunch visit,1
Not as good as last time Unexpected good Chinese food,1
Top quality Japanese Very impressive actually,1
Best Siew Kai Soup Very good Chinese food,1
Super friendly and warm welcome Stays in the top of favorites,1
Great dinner Carne y carne,1
Great food at reasonable price Excellent breakfast,1
Excellent Relaxed vibe,1
Drinks and darts A proper pub,1
Great fun and good food Really nice place,1
Vegan Friendly Great brunch in cosy atmosphere,1
Interesting menu (good) and cute environm Nice meal,1
Happy hour Great Food,1
Very good but not the absolute best Very nice Thai food,1
Good example of a well-run chain Great,1
Fine oriental dining Dimsum creativity,1
Romantic and cozy The vegan burger is delicious,1
Well deserved and served pleasant restaurant classy decor good fo,1
Oh my god Really? Nice pizzas in relaxed atmosphere Friendl,1
Favorite Dutch Supermarket Dutch Supermarket,1
Hidden gem Perfect for Dinner and Bites&Drinks,1
Fantastic Delicious and fresh vegetarian fare,1
31st night Very cozy and welcoming atmosphere,1
My favourite in amsterdam Great breakfast very friendly staff,1
Excellent restaurant Interesting restaurant,1
Delicious Italian in a nice restaurant mid Faultless,1
Really good pizza and pasta Good food and atmosphere,1
Quality burger heaven Good,1
Delicious sushi and friendly staff Really good and fresh food,1
Very Good Steakhouse A solid neighborhood steak house thats ac,1
Great service and charming waitress Excellent food and well priced,1
Classy Italian Great but,1
Give it a try Great burger,1
An italian corner in Amsterdam Great food,1
Amazing Outstanding,1
A pleasant place for a short rest Great evening special,1
Nice setting and friendly staff Tasty build your own,1
Breakfast by the zoo Great Stop,1
Great place Great Indian food in Jordaan Amsterdam ar,1
Good atmosphere Fine wine and gourmet bites,1
Wonderful local -also dinner Low key dinner,1
One of the best lunch places in Amsterdam Classic and elegant dining,1
Great choice of top quality food Great selection of foods and drinks,1
Perfect for before a marathon Family dinner,1
Fantastic Birthday dinner Sublime,1
A interesting place to take a break Surprising place for lunch,1
Unforgettable Evening Again Relaxed atmosphere great food and service,1
Amazing dishes and service affordable Top top top,1
Amazing food Great food and a good choice of beer,1
Indian Taste in Amsterdam Excellent Indian restaurant,1
Book a table in advance Lovely Place,1
So tasty Awesome Espresso,1
Cool and Cozy Good food at affordable prices,1
Mexico in Amsterdam Great mexican food,1
Tried and True Thai Prince Nice place with great food,1
Dinner Im sure I will return again,1
Good music and even better food Authentic Tapas and Great service,1
Sushi all you can eat Great food and good for a night out with f,1
Quick bite Tasty,1
Best fish tacos EVER Aint no ordinary gringo,1
Excellent BBQ always great,1
Grand cafe Always good,1
Great local food kroketten,1
Best bar in Amsterdam Best pub in Amsterdam,1
No stars necessary Great proof of the quality of the Dutch ki,1
Nice restaurant/bar for dinner Excellent beers and good food in a very fr,1
Charming restaurant Good food nice atmosphere,1
Excellent Choice for our first meal in Ams Excellent French/ International cuisine,1
Different but brilliant Fabulous,1
A feast in a cozy setting Cozy Restaurant and Tasty Food,1
Good food and cospomopolitan feel Rating purely food based,1
Fantastic Excellent wine and food pairings,1
Pleasantly surprised Best peshwari naan ever,1
Exceptional if there were more stars they Perfectly measured even for our large gro,1
Lovely Hidden gem,1
Probably best Pizza in town Amazing Pizza- best ever in Amsterdam,1
Great ambiance Great place to relax and people watch with,1
Best beer in Amsterdam Great hamburguer and bear,1
Twice Charmed Loved it,1
Very nice food and service Squeeze in a visit,1
Great burgers Superb Burger Restaurant,1
Great Vegan option everything is good,1
Great concept great food great staff Mr Lavon,1
Currently closed until spring 2018 Lovely place,1
Beautiful view of the city Good reasonably priced food in a Cafeteri,1
Cheese lovers this place is for you all the cheese you want,1
Excellent location Authentic cantonese cuisine,1
Welcoming staff AMAZING food Amazing service hospitality and food,1
Christmas Eve dinner A nice dinner on aweek day,1
Pub style food in Leidseplein The best waiter I have ever had,1
Good burgers Absolutely recommended,1
Highly Recommend Great Little Place,1
Absolutely brilliant Cozy place excellent food and extremely f,1
Nice restaurant for intl guests Good foo with a great view,1
Surprising Great Experience,1
Great food and nice atmosphere A super lunch,1
Nice food Good Value,1
Amsterdam A great little cafe,1
Perfect Excellent choice to eat local food,1
Delicious bagels cozy atmosphere Cute Delicious Vegan Options,1
Perfect at Christmas near a window Good choice for a steak,1
Simple and friendly bar with tons of diffe A great selection of craft beers,1
Good food kind staff Cosy Tapas Bar,1
Loved it Awesome atmosphere and food was good,1
Cosy Excellent Food busy during breakfast,1
A taste of the high life Great Bar,1
Good food good location friendly staff awesome burger,1
Great restaurant near the museums at good Expect the Expected,1
dinner for two Loveley view and sophisticated food,1
Great lunch stop It keeps calling me back,1
Impossible to just pass buy So fresh,1
Happy 1st Birthday Amazing conceptual cocktails,1
if you like herring go here Taste of Amsterdam,1
Cozy and delicious Value for money,1
nice place with view on the shopping stree Strange and Wonderful,1
Great atmosphere and central Great Atmosphere,1
Delicious The best Umami Salmon,1
Good sandwiches good service Breakfast in the Jordaan,1
Great Pub Great Food Late night food and drink,1
Excellent food good ambiance en friendly Cosy and personal service,1
Highly recommended Food of the Gods,1
Birthday treat Still nice food liked former place better,1
REAL SPANISH JAMON Outstanding Food,1
Delicious ramen Authentic Ramen ,1
Fantastic Cosy Pub/Cafe Bar Great pub,1
New menu really good food Awesome place,1
Excellent dinner Awesome Authentic Japannesse food and atmo,1
Great Pizza Amazeballs,1
Dinner visit with colleague Amsterdam visit,1
Elegant space and elegant food Lunch,1
sandwiches that never disappoint Always a delight,1
Home food away from Indonesia Lovely place to discover Indonesian food,1
Fast and tasty Late Night Bites,1
Brilliant beers A great find if you like real ale,1
Still a favorite Having dinner,1
Strong breakfast standing Good for a group dinner,1
Reliable breakfast and great coffee Good place to have a break,1
Breakfast Best burger ever in Europe,1
Simply fantastic Like at home,1
Superb Absolutely Great in every way ,1
Walk in on a Saturday night Trendy restaurant with really good food in,1
Delicious but small portions fantastic place,1
Excellent food but the menu needs improvin Pure delight,1
Autentic atmosphere A Nice Spot for Lunch,1
Excellent Fish & Chips Great fish & chips,1
Beautiful food and great coffee A simple place with excellent food,1
Good find Nice place,1
Classy curry with a group of friends Amazing Indian Cuisine and service,1
The best restaurant in Amsterdam? Quality over Quantity,1
It would have been 5 stars but more staff They know their meat,1
Healthful delicious and filling great veg salad bar,1
A place you should steak out Good needs finetuning on starters,1
Relaxing and comforting eatery Best sandwich Ive ever had,1
Very Charming AMAZING Experience in Culinary Excellence,1
Delicious meal I’m Italian and I totally recommend it,1
a very tasty lunch near Damrak Very good food,1
Enjoyable authentic stop after Anne Frank Lovely Local Cafe / Restaurant,1
Good pizza and pasta at great price Convenient and extremely cheap,1
The total experience Great experience,1
Airport bargain,1
Great selection of Portugese cuisine Grea New year 2017/18,1
Fabulous food Fabulous atmosphere Great S Great surprise in the late evening,1
good Great meal and lived up to expectations,1
Great place to top up our energy levels Really good Italian food in the heart of A,1
Great place for drinks borrel breakfast Wonderful Coffee Concoctions,1
Lovely soup but not a happy waitress Got away from the rain glad we did,1
Best vegan pizza Ive ever eaten Pizza HEAVEN,1
Definitely go here Excellent food and ser Food prepared with love,1
Cocktails in a top location Noce and cosy,1
Delicious food nice surroundings Excellent find,1
Chance find Jon Stewart Recommended This Place To Us,1
Great Place - Friendly and helpful great and affordable spot,1
Triple A++ in all the way Cozy atmosphere food is great,1
In one word: delicious Excellent food & service,1
Unique vibe Nicest Wijnbar in Amsterdam,1
Breakfast haven Excellent and cozy place,1
Actual Authentic Thai As Thai as it can be,1
Very cosy Lovely owners amazing food very cozy,1
Unassuming chilled pitstop in De Pijp Excellent Tasty Burgers,1
Best steak and customer service ever Argentina at its best,1
AMAZING Impressive,1
Very good warmly recommended,1
Fantastic food great service Good option for the vegetarians among us,1
Dinner Oh wow,1
High quality food at a reasonable price Great experience,1
Really nice Excellent food,1
Quality food at superb location Another new hot place im town,1
A fun lunch while waiting for boat Tour Lovely cafe with friendly service,1
Top-tier food and service Great again,1
Two visits this trip Good Indian Food,1
Great burgers Definitely worth the pound of flesh when,1
Great food and atmosphere Excellent,1
We stopped here on a Sunday it was freezin Ice Cold Guinness in Amsterdam,1
Great Thai food and friendly staff Top,1
Nice Date night Lovely meal but slow service,1
We want chicken Frango gostoso 😋 Cozy food,1
Lovely dinner Super stake and friendly service,1
Very good Great food,1
Great Chicken Best chicken rest in town,1
Fabulous Great food and top service,1
Fantastic burger Great toastie great wine great food,1
Midweek dinner near hotel Best pizza abroad,1
Fantastic place Jazz & Beer,1
Real Japanese Izakaya affordable and grea Fun Japanese restaurant,1
Great place Might / could be the best poached eggs I h,1
Very friendly and relaxed cafe with not so Great food and location,1
New concept- different experience Great Pizza,1
Good food Super burgers,1
Good Food Lovely staff Try the pebre,1
Nice low-key place We stumbled on this Restaurant and were tr,1
Tasty food vege and vegan Very Tasty,1
Good place for a drink Great location huge assortment of beers,1
Couple Paradise Smiling faces,1
Delicious good value for money Yummy,1
Relaxed atmosphere Seriously good pancakes,1
Great spot Great sports bar,1
Good pizza Great atmosphere and food,1
Really great Tibetan Food Tibetan and Indonesian Cuisine,1
Biryani lover Great tapas,1
Staff very friendly An absolute treat,1
Second visit Tasteful and friendly,1
Best place ever Warm welcoming cellar restaurant on the P,1
Wonderful Drinking hole,1
Interesting Good  Different Interesting food in a warm welcoming ambi,1
A very special meal Very unique and beautiful dining experienc,1
Nice for lunch or an afternoon snack Nice for lunch,1
Quick meal before site seeing Marriott Bar,1
Extremely good food and wine Happy Return,1
Great Indonesian cuisine real indonesian home cooking,1
Small but perfect Hiding In Plainview,1
One of the best Italian restaurants in tow Authentic Italian Food - Great Experience,1
Worlds best hot cocolate Great place,1
Great bar food Just some drinks,1
Good value great flavours and worth a visi Good food,1
Tailored burger Many ingredients,1
Amazing dinner menu of the day Party likes it’s 1986,1
Pancakes and Coffee anyone? Superb breakfast,1
Excellent Asian fusion restaurant Just missing being perfect,1
Dancehall night Nice lunch Decent price,1
Great brunch The cod miso style was excellent,1
Delicious Italian Food in authentic surrou Lovely restaurant,1
Great burgers and friendly service selection is awesome,1
Excellent food comfortable ambience reas Just brilliant,1
Good food with a view Good one,1
Great ambience Nice small restaurant with deliciously sim,1
Expect down to earth and be amazed Great salads,1
Great natural wines lovely menu Chilled wine sessions,1
Service wasn’t very friendly but food was Food service and location ,1
Paired with Bols visit - great experience Classy drink before Van Gogh,1
Lovely spot for Sunday lunch or just coffe A pleasant surprise,1
The best apple pie in the world Very good,1
Great place to fetch a quick sandwich Delicious Pancakes on a lovely street,1
Nice quiet lunch venue away Recommended,1
A friendly little place Excellent,1
Nice cosey and great food Delightful place; very good food,1
Great food nice ambience Atmosphere Dutch dishes service prices,1
Decent Good selection of veggie food,1
This was delicious Delicious Asian tapas,1
Awesome dishes service and athmosphere The excellence,1
Good Indian vegetarian food in Amsterdam Vegetarian South Indian Food,1
Excellent cooking& Service Nice place and tasty food,1
Good FoodGood Beer Great everything,1
Delicious food service could be improved Very good French restaurant and reasonable,1
No standard tapas place Best Spanish restaurant in NL,1
Afternoon tea at its best Special Dinner,1
Decent Italian in a city with moderate foo Nice Italian Restaurant in Amsterdam,1
Worth trying Good food but over priced,1
A warm bite of Italy A true Italian welcome,1
Great service good quality food without b Meal with a view,1
Smoking and drinking in one place Great vibes,1
Tasty Love it,1
Great local taste Amsterdam and herring go together,1
Mezcals and tequilas at their best Very Nice Midday Respite & Cocktail,1
Nice place to eat in the heart of Amsterda Good to try,1
Very sophisticated Moroccan restaurant Wonderful mix of traditional Moroccan and,1
LA Mexi dishes & service could use some im different brunch,1
Great middle-eastern food Good falafel,1
It is a touristic place but not a tourist Nice meal after concert,1
Small friendly Italian Restaurant Good Italian,1
Tasty friendly little eatery with large po Cheap and cheerful,1
Delicious and friendly Very different experience,1
Great seafood bar close to Albert Cuyp mar Warm atmosphere sophisticated dishes,1
Awesome shrimp Fresh food  fast,1
Loved it Nice atmospheric place,1
Great wings and ribs - but not your usual 龍蝦好吃,1
Plenty of healthy options Daily getaway,1
Great burgers but a bigger Portobello woul Amazing burger - bit of a wait,1
Mexican style Good Mexican Grub,1
Nice place A gem,1
Friendly warm welcoming with great sandw Just do it,1
First Impression is the Last Impression Great fast & healthy food,1
Service was the greatest quality Great steaks - quite expensive,1
Mozarella Panini + Cappuccino Great lunch,1
Perfektes Frühstück Ausgesucht qualita Great,1
Great space - we enjoyed lunch and dinner Great food  however very poor service,1
have a coffee and look around Amazing food,1
Great food & cocktails Great option for Amsterdam visitors,1
A tourist trap but worth a quick visit for Quasi TGIs with much better food,1
Cosy caffe with great lunch Amazing Fresh Unique Dishes,1
Surprise Good food,1
Good food & service A very nice Turkish Cuisine,1
Authentic italian food served by italians Delicious and pleasant,1
Went back twice Great cafe/restaurant,1
Best service and delicious food  Worth a return visit,1
Best Bread in town GeZellig,1
Excellent food in informal surroundings A quiet dinner,1
A wonderful riverside cafe Unique experience,1
Great restaurant with best service Delicious,1
Tasty food but messy service Interesting if youre after something diff,1
Great value for money Awesome,1
Perfect for breakfast sweet service,1
Classy n chill Cosy spot always revisiting,1
Superb Great food,1
Great dinner wonderful atmosphere Amazing,1
Just what the doctor ordered: Went twice and liked it both times,1
Best pizza ever Italian pizza,1
Very Good food & Happy staff Good lunch stop near the Anne Frank Museum,1
Fun bagels and social sips Late breakfast,1
A moment of true life An excellent find,1
Great Dutch pancakes Yummy,1
Good variety of Bagels And coffee Great place for breakfast & lunch,1
Great place to drop in on Nice place to dine away from the masses,1
Amsterdams most delicious grill room rest Lovely,1
Charming restaurant Comfortable cafe where you feel like one o,1
My Happy Place Breakfast,1
A healthy option Yay for healthy,1
Cute place Perfect for brunch,1
Pleasant Surprise Just a beer,1
Excellent dinning in the city center A joy every time you step into the door,1
great family restaurant Efficient service,1
Nice location & nice atmosphere carrot cake experience,1
A dinner room to return to Truly gourmet vegetarian dining,1
Nice Argentinian restaurant Good meat and food but not a great service,1
Great food great service Great lunch spot - highly recommend,1
October 2017 Nice view and food but,1
Wonderful night Amazing Restaurant,1
Fantastic Pizza Lovely Pizza Restaurant,1
Delicious food and lovely service So glad we tried Semhar,1
Extraordinary and Consistent --like coming Hugged by the chef,1
Good Italian Nice pasta friendly staff excellent valu,1
Quaint bar Great for a view beer and lunch,1
Fabulous Just another fabulous dinner,1
Neighbourhood Gathering Place Best cheese fondue saté and hamburgers in,1
Great Coffee Pit Stop A good find,1
Just a stop Good place to end a Saturday night,1
Great place to party Great art good food & nice people,1
Green pleasure Great salads,1
Great Excellent pub grub and beer,1
Cosy Rustic Style Cafe Best coffee,1
Nice Italian Restaurant Good filletto,1
Simply amazing In love with onigiri,1
Great atmoshpere and cocktails Best G&T I ever had,1
Cosy and Amsterdam Relaxed bar on the Gracht (canal),1
A treat for tourists Amazing restaurant,1
Awesome Indian Restaurant Great host,1
Actual Dutch cuisine but they dont take c Nice restaurant: great service & decent fo,1
Good atmosphere Good atmospheric bar,1
Very good chinese restaurant Cheap and cheerful,1
Highly recommended for anyone Fresh fast tasty,1
This is what Adam needs Excellent place,1
A hidden gem Best place to have beer and a toke,1
Awesome food Australias finest,1
Superb beers good food lovely staff - Good food and multiple beers on tap,1
Where time stood still Sunday Evening Meal,1
Delicious The best meal in Amsterdam,1
elaborate cuisine in cosy atmosphere Still great ,1
Clean plates attest to the yummy food Unique food and service,1
Great food long evening A Banker - always a good bet,1
Just a few beers Lunch in Amsterdam,1
Great Fondue & Friendly staff gluten free fondue,1
Bounty of the seawalk half mile and don Good seafood,1
Super good food and fabulous service Great place,1
Local bistro type restaurant for a great c Great local spot for dinner or drinks,1
Lovely meal Slow but good food,1
Nice restaurant for leisurely meal Good food  reasonable prices,1
Friendly service good stop for a drink be Love this place,1
Good pasta Great Italian food in handy location,1
Amazing unbelievably tasty and great atmosphere,1
Very good Great value location and service,1
Must try in Amsterdam North Great menu and service,1
